frame_id,path,mpe_mm,moe_deg,solver_success,nfev,optimality
1329604642982934,C,90.69711553014037,1.0051302172902243,True,20,992.4931909820573
1329604644582931,A,65.6018356737487,0.7889687171302207,baseline,,
1329604644582931,G,67.00351883375336,0.7522032925116985,True,4,7.498877567488497e-07
1329604644582931,D,66.23796828214834,0.7513443732072304,True,12,0.012008700956554014
1329604644582931,U,67.46433793963743,0.7506903729074138,True,11,0.029254728595825865
1329604644582931,W,66.2920954340823,0.7514852024645413,True,18,0.018068285537237088
1329604644582931,C,60.778816067575896,0.7595095821552255,True,30,0.08545721906305301
1329604645582910,A,69.64987608141249,0.822554761021305,baseline,,
1329604645582910,G,68.91534428251288,0.780410774742782,True,4,3.822714010127727e-06
1329604645582910,D,69.05154020146034,0.7785563238822092,True,6,0.016391830144754597
1329604645582910,U,70.15537747923936,0.7741807918234902,True,7,0.006220843818993042
1329604645582910,W,69.05519175686194,0.778707998999081,True,6,0.013707278803194023
1329604645582910,C,74.03492243975502,0.7643940588437829,True,27,0.07032561831731206
1329604646982902,A,124.92582375836635,1.1531420758663424,baseline,,
1329604646982902,G,119.19544020908577,1.1690803927627222,True,4,1.1939540437610868e-06
1329604646982902,D,117.99819839244104,1.1670954821829518,True,20,0.00880760862873115
1329604646982902,U,117.64547041691615,1.1680774342325968,True,12,0.022096065346277786
1329604646982902,W,118.08697762481692,1.1672160761607964,True,11,0.010369951139115713
1329604646982902,C,117.36161687534378,1.1597030202843543,True,39,0.09167538699915757
1329604647983097,A,245.1677212953805,1.6705087278501687,baseline,,
1329604647983097,G,239.18403821848543,1.6628718519550605,True,4,3.2896853961269817e-06
1329604647983097,D,238.66824989737978,1.6565360970635181,True,6,0.007813611265358848
1329604647983097,U,236.53255818737966,1.658553791197243,True,17,0.05525652445967354
1329604647983097,W,238.74829799683323,1.6570501645358933,True,7,0.008466742743505442
1329604647983097,C,236.21395115849245,1.6274426407505695,True,55,0.23959347389569594
1329604649582929,A,171.81084291263582,1.2642940825129452,baseline,,
1329604649582929,G,170.71448049861425,1.310880049616758,True,4,2.804970203117169e-07
1329604649582929,D,168.77027355333647,1.301341361936905,True,9,0.024280305001753783
1329604649582929,U,168.2742200363606,1.3024517159026996,True,17,0.016290883510476768
1329604649582929,W,168.90301796652483,1.3020117373791247,True,7,0.026455597123723588
1329604649582929,C,160.7391646515226,1.2493393868577847,True,40,0.0427004758149584
1329604651582866,A,109.90850897171822,1.2246082366181446,baseline,,
1329604651582866,G,106.33303753420597,1.1707371701143303,True,4,9.218690274551079e-07
1329604651582866,D,106.2342953653591,1.1603383627146457,True,7,0.011856100419348198
1329604651582866,U,105.7934687787388,1.1583362416001917,True,8,0.006872744098705882
1329604651582866,W,106.28417993202905,1.1613979077327639,True,7,0.009185896632612767
1329604651582866,C,107.89728819692722,1.1002039806701303,True,39,0.16604508296135098
1329604652583020,A,52.07609208137639,1.0241619533955142,baseline,,
1329604652583020,G,51.08188358397674,1.0267876003121765,True,4,2.1574681035214006e-06
1329604652583020,D,49.00993314616856,1.0208968305866815,True,8,0.008326484506290815
1329604652583020,U,47.432246246897535,1.0190681252139777,True,10,0.009599359692291072
1329604652583020,W,49.27488821988437,1.0216432981969987,True,5,0.010371746948852754
1329604652583020,C,45.59447921411203,1.0026384303184275,True,33,0.077875681057826
1329604653982864,A,53.57135205742421,0.7407192572389368,baseline,,
1329604653982864,G,49.32303660110918,0.727189123353514,True,4,9.817012131786906e-08
1329604653982864,D,49.93439001234875,0.7307659015986853,True,10,0.011911071054636667
1329604653982864,U,49.26656191769921,0.7296095408828811,True,18,55.7012611741944
1329604653982864,W,49.85851168403226,0.7303777801385216,True,11,0.040378973947635455
1329604653982864,C,50.41800391871136,0.7233084075697848,True,24,0.04734904454347478
1329604654982854,A,102.39256354721971,0.75428453199324,baseline,,
1329604654982854,G,106.80387280879232,0.7570822204205966,True,4,1.6896854126690721e-07
1329604654982854,D,106.28306020539856,0.7510285368161702,True,6,0.01615476140843542
1329604654982854,U,108.73624955589597,0.7508336525300763,True,8,0.0056907305527076025
1329604654982854,W,106.31471074988202,0.7514380570077126,True,6,0.01254944044053413
1329604654982854,C,98.53668134358966,0.7383135867269274,True,38,0.1188307074965056
1329604656582868,A,133.6798500371663,0.6307366519824196,baseline,,
1329604656582868,G,128.62966751882865,0.6447872175533913,True,4,1.6188936860423377e-07
1329604656582868,D,129.2681872112322,0.6395555048960888,True,5,0.019943223893524386
1329604656582868,U,126.99804895502741,0.6363786470385402,True,17,0.020654299206569325
1329604656582868,W,129.16710087837168,0.640022172326507,True,7,0.03637680363477878
1329604656582868,C,132.31245719389764,0.639404688686281,True,32,0.36744239204811846
1329604657582841,A,27.983465908400824,0.32748559809985256,baseline,,
1329604657582841,G,25.07085668316708,0.35338515681080507,True,4,4.9055805151223105e-06
1329604657582841,D,25.335558872304542,0.3459416339803129,True,7,0.016126904844416826
1329604657582841,U,25.27885770477998,0.34644383242237353,True,8,0.0060938175676804
1329604657582841,W,25.305808474682095,0.34653701939075715,True,8,0.012729825218822525
1329604657582841,C,25.838844344764208,0.34453439184862245,True,29,0.055232483515127946
1329604658983490,A,77.04487461313187,0.12129737917029766,baseline,,
1329604658983490,G,78.61511691380056,0.11564426276017735,True,4,1.0717132063199333e-06
1329604658983490,D,76.25458040192119,0.12052400458562688,True,12,0.020067671430184265
1329604658983490,U,76.25589887250898,0.12153330552141102,True,17,0.01658215568314018
1329604658983490,W,76.34575161414662,0.11979988555146785,True,12,0.018295441640955278
1329604658983490,C,68.44426603220701,0.1722269730742147,True,88,0.07272019155816627
1329604659982823,A,116.68986593611086,0.4728398826858256,baseline,,
1329604659982823,G,114.7816055557554,0.4139875195522415,True,4,9.88387659788613e-06
1329604659982823,D,113.8957496721992,0.41960267645118227,True,6,0.023732959837848327
1329604659982823,U,114.3458560382064,0.4186452080608551,True,17,0.02242704780418879
1329604659982823,W,114.0031568661734,0.4192293527945306,True,7,0.013562940503806156
1329604659982823,C,115.41222351134283,0.45181999897920805,True,25,1298.137637882798
1329604661582864,A,144.9318788712547,0.6217926913888681,baseline,,
1329604661582864,G,137.43668637764387,0.6328870740314425,True,4,6.703965261798588e-06
1329604661582864,D,137.29998024703144,0.6279278366229454,True,9,0.011343417569155745
1329604661582864,U,135.82633004107535,0.6319870899143595,True,18,0.03763549696474369
1329604661582864,W,137.32377158569125,0.6282194205106292,True,15,0.0022451869435972014
1329604661582864,C,137.80704165091274,0.6256864640250573,True,34,0.10269422794936386
1329604662982805,A,31.355273004432313,1.0467779364473444,baseline,,
1329604662982805,G,37.0228845409888,1.0338398861635807,True,4,2.484644085420079e-07
1329604662982805,D,37.80307296463871,1.0265664295873858,True,7,0.08855851070528674
1329604662982805,U,37.84681289952889,1.033985410741519,True,18,0.01312858962128406
1329604662982805,W,37.413021548579145,1.0280616723936404,True,8,0.08549082234526083
1329604662982805,C,48.19975501699751,0.9738342538207961,True,74,0.13266917598031178
1329604663982801,A,114.71548763752557,0.899643646517864,baseline,,
1329604663982801,G,101.77072445831278,0.923645809910636,True,4,1.885638377188338e-06
1329604663982801,D,100.95408927371076,0.924697443385934,True,6,0.01191124772810453
1329604663982801,U,99.79592541328793,0.9235530611061644,True,7,0.01840811528837917
1329604663982801,W,101.00349330864708,0.9248320437784073,True,19,101.9419869564884
1329604663982801,C,112.74893733109342,0.9053774364089255,True,27,153.05454676324948
1329604665582834,A,55.91365738283429,1.294496688425865,baseline,,
1329604665582834,G,50.55657711986301,1.3149221608109758,True,4,1.0209485829561764e-06
1329604665582834,D,50.040114985464534,1.3096094647042138,True,5,0.004384893312523028
1329604665582834,U,49.06909596993051,1.3119544204904576,True,6,0.002458836428939137
1329604665582834,W,50.082959447736556,1.3101455300831697,True,6,0.0028677833567371893
1329604665582834,C,55.42162534937178,1.293641424494292,True,26,190.73040667696878
1329604666582815,A,104.59955781553825,1.4559020312762532,baseline,,
1329604666582815,G,100.04641275897376,1.4717248240031726,True,4,1.6032476719779722e-06
1329604666582815,D,100.33478307976287,1.4706331200314293,True,14,0.015277208677457639
1329604666582815,U,99.8792305350041,1.472919502283007,True,8,0.005456679667146879
1329604666582815,W,100.28266272399523,1.4707435953207502,True,5,0.013113370060815584
1329604666582815,C,98.9241666889681,1.4599682943261694,True,29,0.06833295668325011
1329604667982805,A,76.16752106640612,0.9776694257781023,baseline,,
1329604667982805,G,74.90325538378025,0.9699369973388333,True,4,1.40761526318826e-06
1329604667982805,D,75.32240516074924,0.9692185935652751,True,6,0.0039016001980913344
1329604667982805,U,75.40501852248286,0.9692852284337259,True,5,0.0034328844465944196
1329604667982805,W,75.29864785372646,0.9693082889743773,True,5,0.011244983889324683
1329604667982805,C,76.31468286133142,0.9716432922650695,True,19,0.03151902188788236
1329604668983281,A,73.64242432901773,0.8737007819061069,baseline,,
1329604668983281,G,70.78502368196683,0.8169267042812404,True,4,5.966143830307284e-05
1329604668983281,D,70.6482880629991,0.8194449943116714,True,5,0.0037264192915748375
1329604668983281,U,70.4293424576359,0.8192578693008342,True,5,0.0051215274898536
1329604668983281,W,70.65584872911363,0.819266240443214,True,5,0.001877771152896947
1329604668983281,C,68.89531366589253,0.8391530575235019,True,28,0.10290701343429631
1329604670582822,A,39.556009109423556,1.0828576026215744,baseline,,
1329604670582822,G,37.09366330031332,1.0991526626972705,True,4,5.141307335467279e-08
1329604670582822,D,36.75551076944013,1.0990154713041203,True,4,0.0012078581276133568
1329604670582822,U,36.65527411114259,1.0989252742525195,True,4,0.008800818999952135
1329604670582822,W,36.7887818623638,1.0989960526147302,True,4,0.002968123817912725
1329604670582822,C,36.457735231509034,1.0911603439434698,True,19,0.07023135653389061
1329604671582933,A,28.429991352777208,0.24031099118448804,baseline,,
1329604671582933,G,24.728729652403413,0.2242613462281859,True,4,3.63301153565119e-06
1329604671582933,D,25.076452491772844,0.22488717099010574,True,4,0.008702006454876256
1329604671582933,U,25.28950470647746,0.22551763441486067,True,5,0.0039327068172566445
1329604671582933,W,25.05324836066195,0.22480957077363908,True,4,0.0014565794458201167
1329604671582933,C,28.667795024009532,0.2295089951643221,True,21,0.01283353652154716
1329604672982737,A,131.84647162921104,2.106268732711279,baseline,,
1329604672982737,G,125.06267774311314,2.097793241222574,True,4,1.9277337736514197e-07
1329604672982737,D,126.69729059415141,2.0931688139981315,True,7,0.028696633578831975
1329604672982737,U,125.01205863053305,2.0930984832797295,True,6,0.003892285699466649
1329604672982737,W,126.60667662467745,2.0935180208858757,True,8,0.02622751905505694
1329604672982737,C,137.7514286671645,2.0598236593854757,True,17,1664.1950409153003
1329604673982743,A,66.97742810410583,1.3681785661396486,baseline,,
1329604673982743,G,61.31028947426078,1.344021734832305,True,4,2.3231348449600665e-06
1329604673982743,D,63.00581191364166,1.343530342720838,True,6,0.023572988900319374
1329604673982743,U,62.537352715443795,1.3432965851983478,True,5,0.004545420193294292
1329604673982743,W,62.83409147460905,1.3434091884643566,True,5,0.006040659740211998
1329604673982743,C,66.89621559368346,1.3667902942247092,True,22,1139.8438976101345
1329604675582729,A,55.45761140639829,0.8235275255656429,baseline,,
1329604675582729,G,53.35847181463009,0.8135273772171917,True,3,8.333230280298761e-05
1329604675582729,D,52.984891793271345,0.8106811512584788,True,5,0.0035405850620123082
1329604675582729,U,52.36428318295128,0.8101594691180038,True,7,0.0062137107395061125
1329604675582729,W,53.00292972929233,0.8108657795497299,True,5,0.0038700429248274444
1329604675582729,C,50.39671598124469,0.8097526903326608,True,25,0.06055073993345371
