variant,image,time_block,arm,v1_t_m,v1_r_deg,lidar_only_t_m,lidar_only_r_deg,result_t_m,result_r_deg,v1_success,lidar_only_success,result_success,solver_called,solver_converged,nfev,residual_calls,lidar_support,camera_support,lidar_objective_before,lidar_objective_after,camera_scan_gt_t_m,camera_scan_gt_r_deg,camera_reference_result_t_m,camera_reference_result_r_deg
selected,1329069295938968,22151154,lidar_only,0.21586772336259805,1.8105119171248465,0.21156237734599698,1.7455335058629526,0.21156237734599698,1.7455335058629526,True,True,True,True,True,8,56,210,0,0.1460378600851829,0.13837159307902622,0.0005426083446834794,0.00035895801171062774,0.21178578560437736,1.745883242216881
selected,1329069295938968,22151154,prediction_full,0.21586772336259805,1.8105119171248465,0.21156237734599698,1.7455335058629526,0.21443238209747348,1.8075497033291346,True,True,True,True,True,8,56,210,26,0.1460378600851829,0.1387083705654821,0.0005426083446834794,0.00035895801171062774,0.21465390915784954,1.807900730146208
selected,1329069295938968,22151154,prediction_common,0.21586772336259805,1.8105119171248465,0.21156237734599698,1.7455335058629526,0.22445366885624052,1.7437443293626183,True,True,True,True,True,8,56,210,61,0.1460378600851829,0.13897539247329793,0.0005426083446834794,0.00035895801171062774,0.2246995530136877,1.7440938505009376
selected,1329069295938968,22151154,oracle_prediction,0.21586772336259805,1.8105119171248465,0.21156237734599698,1.7455335058629526,0.19413353555681623,1.6377945380214378,True,True,True,True,True,8,56,210,50,0.1460378600851829,0.14353893693071268,0.0005426083446834794,0.00035895801171062774,0.19438114215573968,1.638144856934358
selected,1329069295938968,22151154,oracle_matched_random,0.21586772336259805,1.8105119171248465,0.21156237734599698,1.7455335058629526,0.2132790021441842,1.7457861094283234,True,True,True,True,True,8,56,210,23,0.1460378600851829,0.13956775574380056,0.0005426083446834794,0.00035895801171062774,0.21352386392017594,1.7461378034658195
selected,1329069296939107,22151154,lidar_only,0.04430860953866553,1.7634618061773764,0.09120680904893863,1.6460691973157826,0.09120680904893863,1.6460691973157826,True,True,True,True,True,8,56,258,0,0.17265789262335912,0.161988736397596,0.0013890203973704466,0.021255002981116777,0.09250411054146085,1.626538331414767
selected,1329069296939107,22151154,prediction_full,0.04430860953866553,1.7634618061773764,0.09120680904893863,1.6460691973157826,0.09944386880794359,1.7227163349457586,True,True,True,True,True,8,56,258,41,0.17265789262335912,0.1641212232583844,0.0013890203973704466,0.021255002981116777,0.10065345627026728,1.7037926800694692
selected,1329069296939107,22151154,prediction_common,0.04430860953866553,1.7634618061773764,0.09120680904893863,1.6460691973157826,0.08737106825118128,1.6327188634632888,True,True,True,True,True,8,56,258,65,0.17265789262335912,0.16287124027256425,0.0013890203973704466,0.021255002981116777,0.08854759347990554,1.6133059269454748
selected,1329069296939107,22151154,oracle_prediction,0.04430860953866553,1.7634618061773764,0.09120680904893863,1.6460691973157826,0.08968353040953327,1.5347936726233569,True,True,True,True,True,7,49,258,59,0.17265789262335912,0.1659719875303986,0.0013890203973704466,0.021255002981116777,0.09083775196069184,1.5154873843606858
selected,1329069296939107,22151154,oracle_matched_random,0.04430860953866553,1.7634618061773764,0.09120680904893863,1.6460691973157826,0.08689321325747303,1.6629285037032808,True,True,True,True,True,7,49,258,20,0.17265789262335912,0.16335527346252554,0.0013890203973704466,0.021255002981116777,0.08806736393767936,1.6434211657687523
selected,1329069297939246,22151154,lidar_only,0.16165516319762588,0.8306069748508672,0.189033928890875,0.9235692161059198,0.189033928890875,0.9235692161059198,True,True,True,True,True,8,56,215,0,0.13780688328766574,0.134542730633839,0.0014735156383536853,0.00286881868611054,0.1880729988749394,0.922640833058169
selected,1329069297939246,22151154,prediction_full,0.16165516319762588,0.8306069748508672,0.189033928890875,0.9235692161059198,0.19230048599848498,0.9226606564624783,True,True,True,True,True,8,56,215,24,0.13780688328766574,0.13460137982397122,0.0014735156383536853,0.00286881868611054,0.19136122378123513,0.9217567419224278
selected,1329069297939246,22151154,prediction_common,0.16165516319762588,0.8306069748508672,0.189033928890875,0.9235692161059198,0.1909567314958299,0.8983833898355884,True,True,True,True,True,8,56,215,39,0.13780688328766574,0.13469757616878167,0.0014735156383536853,0.00286881868611054,0.19000147747468277,0.8975743881450159
selected,1329069297939246,22151154,oracle_prediction,0.16165516319762588,0.8306069748508672,0.189033928890875,0.9235692161059198,0.19247955237158892,0.8380040282505462,True,True,True,True,True,7,49,215,36,0.13780688328766574,0.13750192786852974,0.0014735156383536853,0.00286881868611054,0.19156852111459727,0.8376419375689259
selected,1329069297939246,22151154,oracle_matched_random,0.16165516319762588,0.8306069748508672,0.189033928890875,0.9235692161059198,0.2035951042899653,1.0092300646937504,True,True,True,True,True,8,56,215,12,0.13780688328766574,0.13583576198868105,0.0014735156383536853,0.00286881868611054,0.2027293833085948,1.0083410187480166
selected,1329069298939253,22151154,lidar_only,0.07486274058027066,1.3504930333260992,0.07020792757475379,1.3008707272520612,0.07020792757475379,1.3008707272520612,True,True,True,True,True,8,56,302,0,0.18558075233429372,0.1833336775044664,0.004654969157381084,0.04937844351719149,0.0676277719376943,1.3322951627846857
selected,1329069298939253,22151154,prediction_full,0.07486274058027066,1.3504930333260992,0.07020792757475379,1.3008707272520612,0.06763032905016085,1.3086067458035753,True,True,True,True,True,8,56,302,37,0.18558075233429372,0.18442923726209037,0.004654969157381084,0.04937844351719149,0.0651540431521375,1.3391975257050037
selected,1329069298939253,22151154,prediction_common,0.07486274058027066,1.3504930333260992,0.07020792757475379,1.3008707272520612,0.07499051233993982,1.2814874451502547,True,True,True,True,True,8,56,302,25,0.18558075233429372,0.1836169354055275,0.004654969157381084,0.04937844351719149,0.07230701926804436,1.3126298243301489
selected,1329069298939253,22151154,oracle_prediction,0.07486274058027066,1.3504930333260992,0.07020792757475379,1.3008707272520612,0.09754165559958104,1.118613822358613,True,True,True,True,True,9,63,302,22,0.18558075233429372,0.19699484145361015,0.004654969157381084,0.04937844351719149,0.09429937209422501,1.1476465967335008
selected,1329069298939253,22151154,oracle_matched_random,0.07486274058027066,1.3504930333260992,0.07020792757475379,1.3008707272520612,0.08135201723170382,1.2841707109286788,True,True,True,True,True,8,56,302,3,0.18558075233429372,0.18499909943615545,0.004654969157381084,0.04937844351719149,0.07901440969465795,1.313898106695691
selected,1329069299939343,22151154,lidar_only,0.17625888506270448,1.8547111775546712,0.1418438246089109,1.963186861663193,0.1418438246089109,1.963186861663193,True,True,True,True,True,8,56,245,0,0.14567890415229603,0.14210633762213865,0.0054869473608868125,0.05097449084578796,0.14651118403025074,2.0079912594462836
selected,1329069299939343,22151154,prediction_full,0.17625888506270448,1.8547111775546712,0.1418438246089109,1.963186861663193,0.1407992447648819,1.9195348984884257,True,True,True,True,True,8,56,245,36,0.14567890415229603,0.1424788889911708,0.0054869473608868125,0.05097449084578796,0.14537126443504184,1.9642642018662302
selected,1329069299939343,22151154,prediction_common,0.17625888506270448,1.8547111775546712,0.1418438246089109,1.963186861663193,0.1439063530997819,1.9592485511132087,True,True,True,True,True,8,56,245,17,0.14567890415229603,0.14218987814873923,0.0054869473608868125,0.05097449084578796,0.1485556233829904,2.004139451421297
selected,1329069299939343,22151154,oracle_prediction,0.17625888506270448,1.8547111775546712,0.1418438246089109,1.963186861663193,0.156623370792634,1.8108986937540748,True,True,True,True,True,8,56,245,10,0.14567890415229603,0.14826432486971888,0.0054869473608868125,0.05097449084578796,0.16133402954234258,1.8553259407118776
selected,1329069299939343,22151154,oracle_matched_random,0.17625888506270448,1.8547111775546712,0.1418438246089109,1.963186861663193,0.1495785907119967,1.9665855877168432,True,True,True,True,True,7,49,245,3,0.14567890415229603,0.14276229736472731,0.0054869473608868125,0.05097449084578796,0.15408812193900182,2.010834896093129
selected,1329069300939447,22151155,lidar_only,0.07291689559426588,0.6781971576647478,0.08074766641917185,0.6945509952104336,0.08074766641917185,0.6945509952104336,True,True,True,True,True,7,49,332,0,0.19887491426748344,0.1973240703659624,0.006552496880134332,0.033732289883702665,0.0785820618932937,0.7132219893016661
selected,1329069300939447,22151155,prediction_full,0.07291689559426588,0.6781971576647478,0.08074766641917185,0.6945509952104336,0.08051167317105325,0.7200502166158127,True,True,True,True,True,8,56,332,34,0.19887491426748344,0.1978955947237667,0.006552496880134332,0.033732289883702665,0.0787188122657016,0.7358402271173727
selected,1329069300939447,22151155,prediction_common,0.07291689559426588,0.6781971576647478,0.08074766641917185,0.6945509952104336,0.0812681942962849,0.6987927043176073,True,True,True,True,True,7,49,332,25,0.19887491426748344,0.19755914488321186,0.006552496880134332,0.033732289883702665,0.07953092348164027,0.7167702173166152
selected,1329069300939447,22151155,oracle_prediction,0.07291689559426588,0.6781971576647478,0.08074766641917185,0.6945509952104336,0.08561966778854958,0.6765995059155233,True,True,True,True,True,8,56,332,21,0.19887491426748344,0.20354257446319496,0.006552496880134332,0.033732289883702665,0.08537913773807648,0.6897361971763734
selected,1329069300939447,22151155,oracle_matched_random,0.07291689559426588,0.6781971576647478,0.08074766641917185,0.6945509952104336,0.08010501336706143,0.6893649042451426,True,True,True,True,True,7,49,332,2,0.19887491426748344,0.1973827815094075,0.006552496880134332,0.033732289883702665,0.07781109549130154,0.7075742065581133
selected,1329069301939545,22151155,lidar_only,0.15111141218604776,1.3917645451115936,0.1259011688882768,1.3741488163078333,0.1259011688882768,1.3741488163078333,True,True,True,True,True,8,56,215,0,0.1375889534636318,0.13517235759629773,0.004175575209405041,0.019461836795612694,0.1259919174276049,1.3625896484793363
selected,1329069301939545,22151155,prediction_full,0.15111141218604776,1.3917645451115936,0.1259011688882768,1.3741488163078333,0.12248198612042192,1.3423344415114973,True,True,True,True,True,8,56,215,21,0.1375889534636318,0.13529850292397083,0.004175575209405041,0.019461836795612694,0.12257241646447087,1.3307690940558197
selected,1329069301939545,22151155,prediction_common,0.15111141218604776,1.3917645451115936,0.1259011688882768,1.3741488163078333,0.1329015860653608,1.3090804843340123,True,True,True,True,True,7,49,215,42,0.1375889534636318,0.13559854644238384,0.004175575209405041,0.019461836795612694,0.13273493308969156,1.297641712355723
selected,1329069301939545,22151155,oracle_prediction,0.15111141218604776,1.3917645451115936,0.1259011688882768,1.3741488163078333,0.1313254893775811,0.8664326262847454,True,True,True,True,True,9,63,215,28,0.1375889534636318,0.1611832112906604,0.004175575209405041,0.019461836795612694,0.13054679019618234,0.8564424938613163
selected,1329069301939545,22151155,oracle_matched_random,0.15111141218604776,1.3917645451115936,0.1259011688882768,1.3741488163078333,0.13820429584555866,1.2389826059184639,True,True,True,True,True,8,56,215,7,0.1375889534636318,0.13729393187792238,0.004175575209405041,0.019461836795612694,0.13795105026546492,1.2282689894744392
selected,1329069302939638,22151155,lidar_only,0.08778569262937708,1.0686958217386433,0.08271629459341413,1.0949734665387107,0.08271629459341413,1.0949734665387107,True,True,True,True,True,7,49,399,0,0.19994025989550862,0.19781778186777024,0.0029597981791808976,0.006688463554946468,0.08148179698006933,1.1016274734249996
selected,1329069302939638,22151155,prediction_full,0.08778569262937708,1.0686958217386433,0.08271629459341413,1.0949734665387107,0.0828727502283853,1.034690525125243,True,True,True,True,True,8,56,399,29,0.19994025989550862,0.19861716077673905,0.0029597981791808976,0.006688463554946468,0.08158965118909156,1.0413076212042889
selected,1329069302939638,22151155,prediction_common,0.08778569262937708,1.0686958217386433,0.08271629459341413,1.0949734665387107,0.08221334725456156,1.0612411116275564,True,True,True,True,True,7,49,399,23,0.19994025989550862,0.19804995691490954,0.0029597981791808976,0.006688463554946468,0.08093044702620195,1.067891913412091
selected,1329069302939638,22151155,oracle_prediction,0.08778569262937708,1.0686958217386433,0.08271629459341413,1.0949734665387107,0.08421254959720285,0.7720303789898366,True,True,True,True,True,9,63,399,20,0.19994025989550862,0.22206414987056064,0.0029597981791808976,0.006688463554946468,0.08222896663550498,0.7785515400181269
selected,1329069302939638,22151155,oracle_matched_random,0.08778569262937708,1.0686958217386433,0.08271629459341413,1.0949734665387107,0.08095635578949327,1.0855871329764062,True,True,True,True,True,7,49,399,5,0.19994025989550862,0.19862959687433746,0.0029597981791808976,0.006688463554946468,0.07970449256911011,1.0922600889418246
selected,1329069303939739,22151155,lidar_only,0.10746901626934088,1.3121194755663614,0.1039436756420575,1.408684997629842,0.1039436756420575,1.408684997629842,True,True,True,True,True,7,49,441,0,0.2044340368765124,0.20231343285604156,0.005656218350489254,0.024543620532101327,0.10683495942104539,1.431341707062566
selected,1329069303939739,22151155,prediction_full,0.10746901626934088,1.3121194755663614,0.1039436756420575,1.408684997629842,0.10356568653793416,1.3876466502671485,True,True,True,True,True,7,49,441,29,0.2044340368765124,0.20247983120013327,0.005656218350489254,0.024543620532101327,0.10643343581320337,1.4102724583711923
selected,1329069303939739,22151155,prediction_common,0.10746901626934088,1.3121194755663614,0.1039436756420575,1.408684997629842,0.10199687653305582,1.364488942952852,True,True,True,True,True,7,49,441,32,0.2044340368765124,0.2027034389988077,0.005656218350489254,0.024543620532101327,0.10484328500864594,1.3871053950527317
selected,1329069303939739,22151155,oracle_prediction,0.10746901626934088,1.3121194755663614,0.1039436756420575,1.408684997629842,0.0926427086293808,1.13535501290148,True,True,True,True,True,8,56,441,29,0.2044340368765124,0.21865195107914714,0.005656218350489254,0.024543620532101327,0.09560566579357266,1.1573944561360308
selected,1329069303939739,22151155,oracle_matched_random,0.10746901626934088,1.3121194755663614,0.1039436756420575,1.408684997629842,0.1013876511346423,1.3000310050738693,True,True,True,True,True,7,49,441,6,0.2044340368765124,0.2053709212007497,0.005656218350489254,0.024543620532101327,0.10454485713371328,1.3224328145292805
selected,1329069304939831,22151155,lidar_only,0.10416838610338358,0.5230113111322438,0.09832013680348703,0.5391913570674199,0.09832013680348703,0.5391913570674199,True,True,True,True,True,7,49,434,0,0.19891704267031862,0.1976328901981524,0.005429417514249777,0.03385895401459319,0.09636377799295208,0.529992563985841
selected,1329069304939831,22151155,prediction_full,0.10416838610338358,0.5230113111322438,0.09832013680348703,0.5391913570674199,0.09928566197871819,0.5374167013815583,True,True,True,True,True,7,49,434,32,0.19891704267031862,0.19782407958417014,0.005429417514249777,0.03385895401459319,0.09745562556071846,0.5285417638230148
selected,1329069304939831,22151155,prediction_common,0.10416838610338358,0.5230113111322438,0.09832013680348703,0.5391913570674199,0.09703011853511642,0.5606787538130829,True,True,True,True,True,7,49,434,36,0.19891704267031862,0.1977477692232435,0.005429417514249777,0.03385895401459319,0.09513115631735802,0.5506912841058816
selected,1329069304939831,22151155,oracle_prediction,0.10416838610338358,0.5230113111322438,0.09832013680348703,0.5391913570674199,0.0958469193536076,0.6190672500505409,True,True,True,True,True,7,49,434,33,0.19891704267031862,0.2005171292819643,0.005429417514249777,0.03385895401459319,0.09446387704429648,0.6089133753311514
selected,1329069304939831,22151155,oracle_matched_random,0.10416838610338358,0.5230113111322438,0.09832013680348703,0.5391913570674199,0.10722586910189225,0.5176672611518013,True,True,True,True,True,7,49,434,12,0.19891704267031862,0.1995408915609595,0.005429417514249777,0.03385895401459319,0.10577450782255968,0.5142114110237801
selected,1329069305939929,22151155,lidar_only,0.2089836059198011,1.790143544479218,0.20311375082378774,1.8603412247378417,0.20311375082378774,1.8603412247378417,True,True,True,True,True,7,49,460,0,0.21538055167507422,0.21382813502818626,0.0010946257648417304,0.0038340008520855212,0.20270036456184645,1.8601470055757339
selected,1329069305939929,22151155,prediction_full,0.2089836059198011,1.790143544479218,0.20311375082378774,1.8603412247378417,0.20207870969964115,1.8680994490422638,True,True,True,True,True,7,49,460,19,0.21538055167507422,0.21384795300221354,0.0010946257648417304,0.0038340008520855212,0.2016692308119064,1.8679094994798908
selected,1329069305939929,22151155,prediction_common,0.2089836059198011,1.790143544479218,0.20311375082378774,1.8603412247378417,0.2054092628731753,1.8521495564723065,True,True,True,True,True,7,49,460,38,0.21538055167507422,0.21401392645577522,0.0010946257648417304,0.0038340008520855212,0.20499056746473665,1.8519483952346834
selected,1329069305939929,22151155,oracle_prediction,0.2089836059198011,1.790143544479218,0.20311375082378774,1.8603412247378417,0.23666307690416777,1.653305930689432,True,True,True,True,True,8,56,460,26,0.21538055167507422,0.2344962033952245,0.0010946257648417304,0.0038340008520855212,0.23634197550858163,1.6530405252036087
selected,1329069305939929,22151155,oracle_matched_random,0.2089836059198011,1.790143544479218,0.20311375082378774,1.8603412247378417,0.2041717709313437,1.8619200894111303,True,True,True,True,True,7,49,460,8,0.21538055167507422,0.21539255757415873,0.0010946257648417304,0.0038340008520855212,0.20378438368298313,1.8617771407972996
selected,1329069306940024,22151155,lidar_only,0.10536618038166291,1.4236179056602438,0.1001379420013671,1.4580457788807917,0.1001379420013671,1.4580457788807917,True,True,True,True,True,7,49,465,0,0.2217303086037692,0.2201854444480239,0.006562690086873138,0.025748309407265368,0.09595180328672595,1.4400178574986322
selected,1329069306940024,22151155,prediction_full,0.10536618038166291,1.4236179056602438,0.1001379420013671,1.4580457788807917,0.10139648673478173,1.4430128628977301,True,True,True,True,True,7,49,465,20,0.2217303086037692,0.22034934302249298,0.006562690086873138,0.025748309407265368,0.09728730751816907,1.425285144685632
selected,1329069306940024,22151155,prediction_common,0.10536618038166291,1.4236179056602438,0.1001379420013671,1.4580457788807917,0.1031517177347285,1.4300455199085111,True,True,True,True,True,7,49,465,52,0.2217303086037692,0.2205350144795964,0.006562690086873138,0.025748309407265368,0.09909941430840573,1.4122129801485181
selected,1329069306940024,22151155,oracle_prediction,0.10536618038166291,1.4236179056602438,0.1001379420013671,1.4580457788807917,0.11781565255634122,1.3050749202441332,True,True,True,True,True,7,49,465,47,0.2217303086037692,0.22709904223520386,0.006562690086873138,0.025748309407265368,0.11425906618746393,1.2879340922529123
selected,1329069306940024,22151155,oracle_matched_random,0.10536618038166291,1.4236179056602438,0.1001379420013671,1.4580457788807917,0.10507957093453225,1.4424687707288883,True,True,True,True,True,7,49,465,13,0.2217303086037692,0.22125161120443823,0.006562690086873138,0.025748309407265368,0.10086665401787648,1.424550648955307
selected,1329069307940125,22151155,lidar_only,0.1281762595208629,0.8807474024730264,0.13646519431030796,0.8504223399937035,0.13646519431030796,0.8504223399937035,True,True,True,True,True,7,49,365,0,0.1789258054559576,0.17788147139231936,0.005635175119143265,0.09302901227806296,0.13282771209298067,0.7859250364535484
selected,1329069307940125,22151155,prediction_full,0.1281762595208629,0.8807474024730264,0.13646519431030796,0.8504223399937035,0.13703485846896934,0.8678650044058869,True,True,True,True,True,7,49,365,25,0.1789258054559576,0.17831485576157316,0.005635175119143265,0.09302901227806296,0.13350142753806815,0.8053358000336841
selected,1329069307940125,22151155,prediction_common,0.1281762595208629,0.8807474024730264,0.13646519431030796,0.8504223399937035,0.13220323802877093,0.8818632612104127,True,True,True,True,True,7,49,365,42,0.1789258054559576,0.17824105864999548,0.005635175119143265,0.09302901227806296,0.12848689700568172,0.8168715817823281
selected,1329069307940125,22151155,oracle_prediction,0.1281762595208629,0.8807474024730264,0.13646519431030796,0.8504223399937035,0.1280790570342611,0.9389723543577627,True,True,True,True,True,7,49,365,35,0.1789258054559576,0.18125041999404415,0.005635175119143265,0.09302901227806296,0.12427732773737216,0.8792481625484908
selected,1329069307940125,22151155,oracle_matched_random,0.1281762595208629,0.8807474024730264,0.13646519431030796,0.8504223399937035,0.12661563176484522,0.9431219607922415,True,True,True,True,True,7,49,365,11,0.1789258054559576,0.17971216945550292,0.005635175119143265,0.09302901227806296,0.122762636809152,0.8795045918449788
selected,1329069308940223,22151155,lidar_only,0.13084669985041517,1.3717278828152768,0.12270753601458162,1.4656088072291427,0.12270753601458162,1.4656088072291427,True,True,True,True,True,7,49,445,0,0.2113357737670005,0.2092362046572925,0.0016930002591567508,0.0194353223326232,0.12426291115189625,1.455660819410111
selected,1329069308940223,22151155,prediction_full,0.13084669985041517,1.3717278828152768,0.12270753601458162,1.4656088072291427,0.12500047143018853,1.4552483614994367,True,True,True,True,True,7,49,445,20,0.2113357737670005,0.20934468036576678,0.0016930002591567508,0.0194353223326232,0.1265607910819514,1.4451719775476461
selected,1329069308940223,22151155,prediction_common,0.13084669985041517,1.3717278828152768,0.12270753601458162,1.4656088072291427,0.12557391751393673,1.4253385393834328,True,True,True,True,True,7,49,445,51,0.2113357737670005,0.20973679585230037,0.0016930002591567508,0.0194353223326232,0.1271492881612366,1.4154411278354269
selected,1329069308940223,22151155,oracle_prediction,0.13084669985041517,1.3717278828152768,0.12270753601458162,1.4656088072291427,0.1452538388167827,1.2631387694455931,True,True,True,True,True,8,56,445,45,0.2113357737670005,0.22404279578422845,0.0016930002591567508,0.0194353223326232,0.14690185679918152,1.2534960919026077
selected,1329069308940223,22151155,oracle_matched_random,0.13084669985041517,1.3717278828152768,0.12270753601458162,1.4656088072291427,0.12813610842202905,1.3786567483290575,True,True,True,True,True,7,49,445,21,0.2113357737670005,0.21537526593952397,0.0016930002591567508,0.0194353223326232,0.12975333700512431,1.368396419560143
selected,1329069309940315,22151155,lidar_only,0.09179789018057749,0.6231464583026546,0.11072641412543938,0.5608911039384848,0.11072641412543938,0.5608911039384848,True,True,True,True,True,7,49,413,0,0.2095460731340786,0.20687934106993286,0.003746453062335894,0.03460147883046631,0.10741477661612006,0.5862691606191288
selected,1329069309940315,22151155,prediction_full,0.09179789018057749,0.6231464583026546,0.11072641412543938,0.5608911039384848,0.11038568141158057,0.5580590687210901,True,True,True,True,True,7,49,413,26,0.2095460731340786,0.2074336336564434,0.003746453062335894,0.03460147883046631,0.10713171714761226,0.5809868037430904
selected,1329069309940315,22151155,prediction_common,0.09179789018057749,0.6231464583026546,0.11072641412543938,0.5608911039384848,0.11062777885616172,0.5732541201266775,True,True,True,True,True,7,49,413,33,0.2095460731340786,0.2069901265298503,0.003746453062335894,0.03460147883046631,0.10734445918421671,0.5975857901522268
selected,1329069309940315,22151155,oracle_prediction,0.09179789018057749,0.6231464583026546,0.11072641412543938,0.5608911039384848,0.1091700411700166,0.6193597023441195,True,True,True,True,True,7,49,413,31,0.2095460731340786,0.21035457957087572,0.003746453062335894,0.03460147883046631,0.10585127221867292,0.6392323646251735
selected,1329069309940315,22151155,oracle_matched_random,0.09179789018057749,0.6231464583026546,0.11072641412543938,0.5608911039384848,0.11298386451310365,0.6341090787130305,True,True,True,True,True,7,49,413,8,0.2095460731340786,0.20783720959633983,0.003746453062335894,0.03460147883046631,0.10969081770008178,0.6608964510932963
selected,1329069310940411,22151155,lidar_only,0.12370106145140557,0.5977719978479556,0.1331340412060289,0.699787860121412,0.1331340412060289,0.699787860121412,True,True,True,True,True,8,56,325,0,0.17201337254022608,0.16731664565400403,0.005431792641723273,0.0015558953881127198,0.1278221803820521,0.6989251106344202
selected,1329069310940411,22151155,prediction_full,0.12370106145140557,0.5977719978479556,0.1331340412060289,0.699787860121412,0.13768007799522775,0.6362645473590255,True,True,True,True,True,8,56,325,16,0.17201337254022608,0.16768084294114344,0.005431792641723273,0.0015558953881127198,0.13234023390032426,0.6353934052932393
selected,1329069310940411,22151155,prediction_common,0.12370106145140557,0.5977719978479556,0.1331340412060289,0.699787860121412,0.1333972239847841,0.6626616531015458,True,True,True,True,True,8,56,325,11,0.17201337254022608,0.1674786989354333,0.005431792641723273,0.0015558953881127198,0.12810211132486363,0.6617681487124691
selected,1329069310940411,22151155,oracle_prediction,0.12370106145140557,0.5977719978479556,0.1331340412060289,0.699787860121412,0.1304400704617486,0.2842340199776207,True,True,True,True,True,9,63,325,11,0.17201337254022608,0.19045185744467027,0.005431792641723273,0.0015558953881127198,0.12548581244714688,0.28276046710243236
selected,1329069310940411,22151155,oracle_matched_random,0.12370106145140557,0.5977719978479556,0.1331340412060289,0.699787860121412,0.1331340412060289,0.699787860121412,True,True,True,True,True,8,56,325,0,0.17201337254022608,0.16731664565400403,0.005431792641723273,0.0015558953881127198,0.1278221803820521,0.6989251106344202
selected,1329069311940511,22151155,lidar_only,0.10622215695680919,0.9951668813820231,0.0840715781561059,1.010562145767241,0.0840715781561059,1.010562145767241,True,True,True,True,True,7,49,337,0,0.17188332105911777,0.16912054097948762,0.004012652739414439,0.04835131134933852,0.08806473408377674,0.9768344134380093
selected,1329069311940511,22151155,prediction_full,0.10622215695680919,0.9951668813820231,0.0840715781561059,1.010562145767241,0.08253461393646486,1.0035480267806405,True,True,True,True,True,7,49,337,21,0.17188332105911777,0.1693343138983748,0.004012652739414439,0.04835131134933852,0.08652923699296614,0.9685672276324411
selected,1329069311940511,22151155,prediction_common,0.10622215695680919,0.9951668813820231,0.0840715781561059,1.010562145767241,0.08834313337969078,0.9932561021118274,True,True,True,True,True,7,49,337,25,0.17188332105911777,0.16958882317293264,0.004012652739414439,0.04835131134933852,0.09235231118428106,0.9588183177243793
selected,1329069311940511,22151155,oracle_prediction,0.10622215695680919,0.9951668813820231,0.0840715781561059,1.010562145767241,0.09607328183270665,0.9202133789528674,True,True,True,True,True,9,63,337,21,0.17188332105911777,0.20158070294032363,0.004012652739414439,0.04835131134933852,0.1000011086041225,0.8884913711768431
selected,1329069311940511,22151155,oracle_matched_random,0.10622215695680919,0.9951668813820231,0.0840715781561059,1.010562145767241,0.08563166949718191,0.9374867595113424,True,True,True,True,True,8,56,337,5,0.17188332105911777,0.1747880091880324,0.004012652739414439,0.04835131134933852,0.08960979680278974,0.9021999513280692
selected,1329069312940603,22151155,lidar_only,0.13744103347424183,0.882706047569193,0.09377049651736871,0.9449493733769551,0.09377049651736871,0.9449493733769551,True,True,True,True,True,8,56,306,0,0.16727147876459048,0.1592392738624875,0.000614522822419439,0.008605664810007073,0.09436085512703779,0.939683098078015
selected,1329069312940603,22151155,prediction_full,0.13744103347424183,0.882706047569193,0.09377049651736871,0.9449493733769551,0.0930243223681306,0.8871655334763777,True,True,True,True,True,8,56,306,23,0.16727147876459048,0.1597165342887382,0.000614522822419439,0.008605664810007073,0.09361592187492405,0.8818671332857142
selected,1329069312940603,22151155,prediction_common,0.13744103347424183,0.882706047569193,0.09377049651736871,0.9449493733769551,0.09779182133261323,0.9847064582549947,True,True,True,True,True,7,49,306,32,0.16727147876459048,0.15970424520041338,0.000614522822419439,0.008605664810007073,0.0983865135803122,0.9797008658861454
selected,1329069312940603,22151155,oracle_prediction,0.13744103347424183,0.882706047569193,0.09377049651736871,0.9449493733769551,0.11702892458033051,1.1416929842400267,True,True,True,True,True,8,56,306,31,0.16727147876459048,0.17035701284592575,0.000614522822419439,0.008605664810007073,0.11762851026999765,1.1377338321892272
selected,1329069312940603,22151155,oracle_matched_random,0.13744103347424183,0.882706047569193,0.09377049651736871,0.9449493733769551,0.1160819274199092,1.0281813227546366,True,True,True,True,True,7,49,306,13,0.16727147876459048,0.16446261099730733,0.000614522822419439,0.008605664810007073,0.11669521936061442,1.023880849938746
selected,1329069313940700,22151155,lidar_only,0.06453690747712308,0.8666514095149006,0.062206878259108374,0.865083922980198,0.062206878259108374,0.865083922980198,True,True,True,True,True,7,49,417,0,0.21085970506690457,0.2100635292000383,0.0022160094249929507,0.00632555601291092,0.06281735923097703,0.8705287352688834
selected,1329069313940700,22151155,prediction_full,0.06453690747712308,0.8666514095149006,0.062206878259108374,0.865083922980198,0.06243960743130043,0.8562980402835543,True,True,True,True,True,7,49,417,18,0.21085970506690457,0.2100796798054493,0.0022160094249929507,0.00632555601291092,0.06308449368818561,0.8617327282504978
selected,1329069313940700,22151155,prediction_common,0.06453690747712308,0.8666514095149006,0.062206878259108374,0.865083922980198,0.06150318150610313,0.8799018046320752,True,True,True,True,True,7,49,417,22,0.21085970506690457,0.21011181036239987,0.0022160094249929507,0.00632555601291092,0.062096348896279435,0.8853747528084079
selected,1329069313940700,22151155,oracle_prediction,0.06453690747712308,0.8666514095149006,0.062206878259108374,0.865083922980198,0.05287718387941244,0.9561955140071381,True,True,True,True,True,7,49,417,19,0.21085970506690457,0.21253510001936907,0.0022160094249929507,0.00632555601291092,0.053315244498474176,0.9617037653912424
