variant,image,time_block,arm,v1_t_m,v1_r_deg,lidar_only_t_m,lidar_only_r_deg,result_t_m,result_r_deg,v1_success,lidar_only_success,result_success,solver_called,solver_converged,nfev,residual_calls,lidar_support,camera_support,lidar_objective_before,lidar_objective_after,camera_scan_gt_t_m,camera_scan_gt_r_deg,camera_reference_result_t_m,camera_reference_result_r_deg
selected,1329069252934879,22151154,oracle_matched_random,0.16223218128972153,0.999176164827299,0.1561021977693547,1.017214391352879,0.15737722547624158,1.1053720487579242,True,True,True,True,True,8,56,431,4,0.22138625365584888,0.22240600799814683,0.0005627852686127532,0.006036603355642882,0.15695157461937467,1.100800391772143
selected,1329069253934960,22151154,lidar_only,0.09154035787075343,1.3756555250220104,0.09200355185527341,1.3632637027663261,0.09200355185527341,1.3632637027663261,True,True,True,True,True,7,49,391,0,0.19732964980302314,0.1958948786531002,0.0002079397826842145,0.001778893031216574,0.09196978577022916,1.362224960532083
selected,1329069253934960,22151154,prediction_full,0.09154035787075343,1.3756555250220104,0.09200355185527341,1.3632637027663261,0.09321531778275666,1.3749576784876472,True,True,True,True,True,7,49,391,23,0.19732964980302314,0.19596481762944015,0.0002079397826842145,0.001778893031216574,0.09317906524953272,1.3739314649207945
selected,1329069253934960,22151154,prediction_common,0.09154035787075343,1.3756555250220104,0.09200355185527341,1.3632637027663261,0.09438865834596374,1.3639308404887094,True,True,True,True,True,7,49,391,22,0.19732964980302314,0.19594181589606918,0.0002079397826842145,0.001778893031216574,0.09434771703636403,1.3628849403664234
selected,1329069253934960,22151154,oracle_prediction,0.09154035787075343,1.3756555250220104,0.09200355185527341,1.3632637027663261,0.11540849651056388,1.2444325878086437,True,True,True,True,True,8,56,391,17,0.19732964980302314,0.20058233600695843,0.0002079397826842145,0.001778893031216574,0.11533362665185748,1.2433393168439402
selected,1329069253934960,22151154,oracle_matched_random,0.09154035787075343,1.3756555250220104,0.09200355185527341,1.3632637027663261,0.09482890095684961,1.3181849265707677,True,True,True,True,True,7,49,391,3,0.19732964980302314,0.19620071800503663,0.0002079397826842145,0.001778893031216574,0.09478709367969723,1.317138388431993
selected,1329069254935036,22151154,lidar_only,0.0897303485058068,1.7204352320973715,0.08328999968584601,1.4466332204352095,0.08328999968584601,1.4466332204352095,True,True,True,True,True,8,56,376,0,0.18909469505159401,0.1832539503422072,0.0003942851224564329,0.0009145834101002289,0.08354804218487355,1.4457338838530782
selected,1329069254935036,22151154,prediction_full,0.0897303485058068,1.7204352320973715,0.08328999968584601,1.4466332204352095,0.0847297325709489,1.4394529453612703,True,True,True,True,True,8,56,376,19,0.18909469505159401,0.18327348894950188,0.0003942851224564329,0.0009145834101002289,0.08498686972863899,1.4385525734222429
selected,1329069254935036,22151154,prediction_common,0.0897303485058068,1.7204352320973715,0.08328999968584601,1.4466332204352095,0.08347149226486589,1.4488816941512672,True,True,True,True,True,8,56,376,14,0.18909469505159401,0.1833078111875079,0.0003942851224564329,0.0009145834101002289,0.08372743645358455,1.4479809408973623
selected,1329069254935036,22151154,oracle_prediction,0.0897303485058068,1.7204352320973715,0.08328999968584601,1.4466332204352095,0.0821533652189666,1.4221155639406413,True,True,True,True,True,8,56,376,13,0.18909469505159401,0.19166064426921506,0.0003942851224564329,0.0009145834101002289,0.08236871987589477,1.4212145862185004
selected,1329069254935036,22151154,oracle_matched_random,0.0897303485058068,1.7204352320973715,0.08328999968584601,1.4466332204352095,0.08371473526891393,1.4435217590378313,True,True,True,True,True,8,56,376,3,0.18909469505159401,0.18369959737838337,0.0003942851224564329,0.0009145834101002289,0.08396934150621709,1.4426215056097083
selected,1329069255935134,22151154,lidar_only,0.1403799166109988,0.8111766228929749,0.1491847429907182,0.7439739284329231,0.1491847429907182,0.7439739284329231,True,True,True,True,True,7,49,414,0,0.19048490983317,0.1892668724918232,0.0010667460066926268,0.00611331663422505,0.14841459182558486,0.7386812269044537
selected,1329069255935134,22151154,prediction_full,0.1403799166109988,0.8111766228929749,0.1491847429907182,0.7439739284329231,0.14965844740699275,0.7380229362328841,True,True,True,True,True,8,56,414,7,0.19048490983317,0.18934956709370063,0.0010667460066926268,0.00611331663422505,0.1488838935042004,0.7327330459880929
selected,1329069255935134,22151154,prediction_common,0.1403799166109988,0.8111766228929749,0.1491847429907182,0.7439739284329231,0.14924654760754166,0.7228278724002892,True,True,True,True,True,7,49,414,19,0.19048490983317,0.1894979702936219,0.0010667460066926268,0.00611331663422505,0.1484563836792715,0.7174968147369671
selected,1329069255935134,22151154,oracle_prediction,0.1403799166109988,0.8111766228929749,0.1491847429907182,0.7439739284329231,0.15541137504302022,0.5806033229014742,True,True,True,True,True,8,56,414,19,0.19048490983317,0.2054418046697091,0.0010667460066926268,0.00611331663422505,0.1545132407982452,0.5751924158663464
